left_context,right_context
"The visit was of course short; and there was so much embarrassment and occupation of mind to shorten it, that Emma would not allow herself entirely to form an opinion of the lady, and on no account to give one, beyond the nothing-meaning terms of being", She did not really like her.
"The woman was better off; she might have the assistance of fine clothes, and the privilege of bashfulness, but the man had only his own good sense to depend on; and when she considered how peculiarly unlucky poor Mr. Elton was in being in the same room at once with the woman he had just married, the woman he had wanted to marry, and the woman whom he had been expected to marry, she must allow him to have the right to look as little wise, and to be as much affectedly, and as little really easy as could be.", There was a little hesitation in Emma's answer.
There was a little hesitation in Emma's answer.," ""I think her beautiful, quite beautiful."""
"yes--very--a very pleasing young woman."""," ""Very nicely dressed, indeed; a remarkably elegant gown."""
"""I think her beautiful, quite beautiful."""," ""I am not at all surprized that he should have fallen in love."""
"""Very nicely dressed, indeed; a remarkably elegant gown."""," ""Oh!"
"""I am not at all surprized that he should have fallen in love."""," ""I dare say,"" returned Harriet, sighing again, ""I dare say she was very much attached to him."""
"no--there is nothing to surprize one at all.--A pretty fortune; and she came in his way."""," ""Perhaps she might; but it is not every man's fate to marry the woman who loves him best."
"""I dare say,"" returned Harriet, sighing again, ""I dare say she was very much attached to him."""," ""Yes,"" said Harriet earnestly, ""and well she might, nobody could ever have a better."
"Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have."""," When the visit was returned, Emma made up her mind."
"The very first subject after being seated was Maple Grove,",-a comparison of Hartfield to Maple Grove.
"Elton was appealed to.--""Was not it astonishingly like?--She could really almost fancy herself at Maple Grove.""",with a little sigh of sentiment).
(with a little sigh of sentiment).," Emma made as slight a reply as she could; but it was fully sufficient for Mrs. Elton, who only wanted to be talking herself."
"Emma made as slight a reply as she could; but it was fully sufficient for Mrs. Elton, who only wanted to be talking herself.", Emma doubted the truth of this sentiment.
"She had a great idea that people who had extensive grounds themselves cared very little for the extensive grounds of any body else; but it was not worth while to attack an error so double-dyed, and therefore only said in reply,"," ""Oh!"
"Surry is full of beauties."""," ""Yes; but we must not rest our claims on that distinction."
"Surry is the garden of England."""," ""No, I fancy not,"" replied Mrs. Elton, with a most satisfied smile."
"Many counties, I believe, are called the garden of England, as well as Surry.""", Emma was silenced.
Emma was silenced.," ""No; not immediately here."
"You have many parties of that kind here, I suppose, Miss Woodhouse, every summer?"""," ""Ah!"
"We are rather out of distance of the very striking beauties which attract the sort of parties you speak of; and we are a very quiet set of people, I believe; more disposed to stay at home than engage in schemes of pleasure.""",I really cannot get this girl to move from the house.
"I absolutely must go in by myself, though I hate being stuck up in the barouche-landau without a companion; but Augusta, I believe, with her own good-will, would never stir beyond the park paling.'","ooking towards Mr. Woodhouse), Your father's state of health must be a great drawback."
"I perfectly understand your situation, however, Miss Woodhouse--(looking towards Mr. Woodhouse),"," ""My father tried it more than once, formerly; but without receiving any benefit; and Mr. Perry, whose name, I dare say, is not unknown to you, does not conceive it would be at all more likely to be useful now."""
"I assure you I have no doubt of its doing Mr. Woodhouse good."""," ""Ah!"
"""My father tried it more than once, formerly; but without receiving any benefit; and Mr. Perry, whose name, I dare say, is not unknown to you, does not conceive it would be at all more likely to be useful now."""," It was as much as Emma could bear, without being impolite."
"And then, to prevent farther outrage and indignation, changed the subject directly."," ""Oh!"
"Upon these occasions, a lady's character generally precedes her; and Highbury has long known that you are a superior performer.""","But,' said I, 'to be quite honest, I do not think I can live without something of a musical society."
"'But,'","to be quite honest, I do not think I can live without something of a musical society."
"I condition for nothing else; but without music, life would be a blank to me.'"""," ""No, indeed, I have no doubts at all on that head."
"""We cannot suppose,"" said Emma, smiling, ""that Mr. Elton would hesitate to assure you of there being a _very_ musical society in Highbury; and I hope you will not find he has outstepped the truth more than may be pardoned, in consideration of the motive."""," ""But you, who are so extremely fond of it--there can be no danger, surely?"""
"They are but too apt to give up music."""," ""I should hope not; but really when I look around among my acquaintance, I tremble."
"""But you, who are so extremely fond of it--there can be no danger, surely?"""," ""But every thing of that kind,"" said Emma, ""will soon be in so regular a train--""  ""Well,"" said Mrs. Elton, laughing, ""we shall see."""
"I believe I was half an hour this morning shut up with my housekeeper."""," ""Well,"" said Mrs. Elton, laughing, ""we shall see."""
"""But every thing of that kind,"" said Emma, ""will soon be in so regular a train--"""," Emma, finding her so determined upon neglecting her music, had nothing more to say; and, after a moment's pause, Mrs. Elton chose another subject."
"Emma, finding her so determined upon neglecting her music, had nothing more to say; and, after a moment's pause, Mrs. Elton chose another subject.", Emma was almost too much astonished to answer; but Mrs. Elton hardly waited for the affirmative before she went on.
Emma was almost too much astonished to answer; but Mrs. Elton hardly waited for the affirmative before she went on.," ""Mrs. Weston's manners,"" said Emma, ""were always particularly good."
"But she is really quite the gentlewoman."""," ""And who do you think came in while we were there?"""
"Their propriety, simplicity, and elegance, would make them the safest model for any young woman.""", Emma was quite at a loss.
The tone implied some old acquaintance--and how could she possibly guess?," Happily, it was now time to be gone."
They were off; and Emma could breathe.,"-  All this ran so glibly through her thoughts, that by the time her father had arranged himself, after the bustle of the Eltons' departure, and was ready to speak, she was very tolerably capable of attending."
"--  All this ran so glibly through her thoughts, that by the time her father had arranged himself, after the bustle of the Eltons' departure, and was ready to speak, she was very tolerably capable of attending."," ""I dare say your apologies were accepted, sir."
"But I do not like the corner into Vicarage Lane."""," ""Yes: but a young lady--a bride--I ought to have paid my respects to her if possible."
"Mr. Elton knows you."""," ""But, my dear papa, you are no friend to matrimony; and therefore why should you be so anxious to pay your respects to a _bride_?"
"It was being very deficient."""," ""No, my dear, I never encouraged any body to marry, but I would always wish to pay every proper attention to a lady--and a bride, especially, is never to be neglected."
"It is encouraging people to marry if you make so much of them."""," ""Well, papa, if this is not encouragement to marry, I do not know what is."
"A bride, you know, my dear, is always the first in company, let the others be who they may."""," ""My dear, you do not understand me."
"And I should never have expected you to be lending your sanction to such vanity-baits for poor young ladies.""", Emma had done.
"He had the air of congratulating himself on having brought such a woman to Highbury, as not even Miss Woodhouse could equal; and the greater part of her new acquaintance, disposed to commend, or not in the habit of judging, following the lead of Miss Bates's good-will, or taking it for granted that the bride must be as clever and as agreeable as she professed herself, were very well satisfied; so that Mrs. Elton's praise passed from one mouth to another as it ought to do, unimpeded by Miss Woodhouse, who readily continued her first contribution and talked with a good grace of her being", In one respect Mrs. Elton grew even worse than she had appeared at first.
"Not merely when a state of warfare with one young lady might be supposed to recommend the other, but from the very first; and she was not satisfied with expressing a natural and reasonable admiration--but without solicitation, or plea, or privilege, she must be wanting to assist and befriend her.--Before Emma had forfeited her confidence, and about the third time of their meeting, she heard all Mrs. Elton's knight-errantry on the subject.--","        'Full many a flower is born to blush unseen,           'And waste its fragrance on the desert air.'"
"Such talent as hers must not be suffered to remain unknown.--I dare say you have heard those charming lines of the poet,          'Full many a flower is born to blush unseen,           'And waste its fragrance on the desert air.'"," ""I cannot think there is any danger of it,"" was Emma's calm answer--""and when you are better acquainted with Miss Fairfax's situation and understand what her home has been, with Colonel and Mrs. Campbell, I have no idea that you will suppose her talents can be unknown."""
"We must not allow them to be verified in sweet Jane Fairfax."""," ""Oh!"
"""I cannot think there is any danger of it,"" was Emma's calm answer--""and when you are better acquainted with Miss Fairfax's situation and understand what her home has been, with Colonel and Mrs. Campbell, I have no idea that you will suppose her talents can be unknown."""," ""You appear to feel a great deal--but I am not aware how you or any of Miss Fairfax's acquaintance here, any of those who have known her longer than yourself, can shew her any other attention than""--  ""My dear Miss Woodhouse, a vast deal may be done by those who dare to act."
"I assure you, Jane Fairfax is a very delightful character, and interests me more than I can express.""","-  ""My dear Miss Woodhouse, a vast deal may be done by those who dare to act."
"""You appear to feel a great deal--but I am not aware how you or any of Miss Fairfax's acquaintance here, any of those who have known her longer than yourself, can shew her any other attention than""--"," ""Poor Jane Fairfax!"""
This was astonishing!--She could not have believed it possible that the taste or the pride of Miss Fairfax could endure such society and friendship as the Vicarage had to offer.," Jane had come to Highbury professedly for three months; the Campbells were gone to Ireland for three months; but now the Campbells had promised their daughter to stay at least till Midsummer, and fresh invitations had arrived for her to join them there."
"Would Jane but go, means were to be found, servants sent, friends contrived--no travelling difficulty allowed to exist; but still she had declined it!"," Upon her speaking her wonder aloud on that part of the subject, before the few who knew her opinion of Mrs. Elton, Mrs. Weston ventured this apology for Jane."
"Upon her speaking her wonder aloud on that part of the subject, before the few who knew her opinion of Mrs. Elton, Mrs. Weston ventured this apology for Jane."," ""You are right, Mrs. Weston,"" said Mr. Knightley warmly, ""Miss Fairfax is as capable as any of us of forming a just opinion of Mrs. Elton."
"We must consider what Miss Fairfax quits, before we condemn her taste for what she goes to.""", Emma felt that Mrs. Weston was giving her a momentary glance; and she was herself struck by his warmth.
"With a faint blush, she presently replied,"," ""I should not wonder,"" said Mrs. Weston, ""if Miss Fairfax were to have been drawn on beyond her own inclination, by her aunt's eagerness in accepting Mrs. Elton's civilities for her."
"Mrs. Elton's invitations I should have imagined any thing but inviting."""," Both felt rather anxious to hear him speak again; and after a few minutes silence, he said,  ""Another thing must be taken into consideration too--Mrs. Elton does not talk _to_ Miss Fairfax as she speaks _of_ her."
"Both felt rather anxious to hear him speak again; and after a few minutes silence, he said,"," ""I know how highly you think of Jane Fairfax,"" said Emma."
"Such a woman as Jane Fairfax probably never fell in Mrs. Elton's way before--and no degree of vanity can prevent her acknowledging her own comparative littleness in action, if not in consciousness.""",said Emma.
"Little Henry was in her thoughts, and a mixture of alarm and delicacy made her irresolute what else to say."," ""And yet,"" said Emma, beginning hastily and with an arch look, but soon stopping--it was better, however, to know the worst at once--she hurried on--""And yet, perhaps, you may hardly be aware yourself how highly it is."
"""Yes,"" he replied, ""any body may know how highly I think of her."""," Mr. Knightley was hard at work upon the lower buttons of his thick leather gaiters, and either the exertion of getting them together, or some other cause, brought the colour into his face, as he answered,  ""Oh!"
"Mr. Knightley was hard at work upon the lower buttons of his thick leather gaiters, and either the exertion of getting them together, or some other cause, brought the colour into his face, as he answered,"," He stopped.--Emma felt her foot pressed by Mrs. Weston, and did not herself know what to think."
In a moment he went on--," Emma returned her friend's pressure with interest; and was pleased enough to exclaim,  ""You are not vain, Mr. Knightley."
"Emma returned her friend's pressure with interest; and was pleased enough to exclaim,"," He seemed hardly to hear her; he was thoughtful--and in a manner which shewed him not pleased, soon afterwards said,  ""So you have been settling that I should marry Jane Fairfax?"""
"He seemed hardly to hear her; he was thoughtful--and in a manner which shewed him not pleased, soon afterwards said,"," ""No indeed I have not."
"He seemed hardly to hear her; he was thoughtful--and in a manner which shewed him not pleased, soon afterwards said,  ""So you have been settling that I should marry Jane Fairfax?""", Mr. Knightley was thoughtful again.
"The result of his reverie was,", Emma could not but rejoice to hear that she had a fault.
Emma could not but rejoice to hear that she had a fault.," ""Yes, very soon."
"""Well,"" said she, ""and you soon silenced Mr. Cole, I suppose?"""," ""In that respect how unlike dear Mrs. Elton, who wants to be wiser and wittier than all the world!"
"Cole does not want to be wiser or wittier than his neighbours."""," ""Jane Fairfax has feeling,"" said Mr. Knightley--""I do not accuse her of want of feeling."
"I cannot imagine that she will not be continually insulting her visitor with praise, encouragement, and offers of service; that she will not be continually detailing her magnificent intentions, from the procuring her a permanent situation to the including her in those delightful exploring parties which are to take place in the barouche-landau."""," ""Well, Mrs. Weston,"" said Emma triumphantly when he left them, ""what do you say now to Mr. Knightley's marrying Jane Fairfax?"""
"I saw Jane Fairfax and conversed with her, with admiration and pleasure always--but with no thought beyond."""," ""Why, really, dear Emma, I say that he is so very much occupied by the idea of _not_ being in love with her, that I should not wonder if it were to end in his being so at last."
"""Well, Mrs. Weston,"" said Emma triumphantly when he left them, ""what do you say now to Mr. Knightley's marrying Jane Fairfax?""","   CHAPTER XVI   Every body in and about Highbury who had ever visited Mr. Elton, was disposed to pay him attention on his marriage."
Dinner-parties and evening-parties were made for him and his lady; and invitations flowed in so fast that she had soon the pleasure of apprehending they were never to have a disengaged day., No invitation came amiss to her.
He had said that Jane Fairfax received attentions from Mrs. Elton which nobody else paid her., Every invitation was successful.
"It was natural to have some civil hopes on the subject, and he said,"," ""I went only to the post-office,"" said she, ""and reached home before the rain was much."
"I hope you turned directly."""," ""Not a walk in the rain, I should imagine."""
"A walk before breakfast does me good."""," ""No, but it did not absolutely rain when I set out."""
"""Not a walk in the rain, I should imagine."""," Mr. John Knightley smiled, and replied,  ""That is to say, you chose to have your walk, for you were not six yards from your own door when I had the pleasure of meeting you; and Henry and John had seen more drops than they could count long before."
"Mr. John Knightley smiled, and replied,"," There was a little blush, and then this answer,  ""I must not hope to be ever situated as you are, in the midst of every dearest connexion, and therefore I cannot expect that simply growing older should make me indifferent about letters."""
"There was a little blush, and then this answer,"," ""Indifferent!"
"There was a little blush, and then this answer,  ""I must not hope to be ever situated as you are, in the midst of every dearest connexion, and therefore I cannot expect that simply growing older should make me indifferent about letters."""," ""You are speaking of letters of business; mine are letters of friendship."""
"Letters are no matter of indifference; they are generally a very positive curse."""," ""I have often thought them the worst of the two,"" replied he coolly."
"""You are speaking of letters of business; mine are letters of friendship."""," ""Ah!"
"""Business, you know, may bring money, but friendship hardly ever does."""," ""When I talked of your being altered by time, by the progress of years,""  said John Knightley, ""I meant to imply the change of situation which time usually brings."
"You have every body dearest to you always at hand, I, probably, never shall again; and therefore till I have outlived all my affections, a post-office, I think, must always have power to draw me out, in worse weather than to-day."""," It was kindly said, and very far from giving offence."
"Her attention was now claimed by Mr. Woodhouse, who being, according to his custom on such occasions, making the circle of his guests, and paying his particular compliments to the ladies, was ending with her--and with all his mildest urbanity, said,"," ""Yes, sir, I did indeed; and I am very much obliged by your kind solicitude about me."""
"My dear, did you change your stockings?"""," ""My dear Miss Fairfax, young ladies are very sure to be cared for.--I hope your good grand-mama and aunt are well."
"""Yes, sir, I did indeed; and I am very much obliged by your kind solicitude about me."""," The kind-hearted, polite old man might then sit down and feel that he had done his duty, and made every fair lady welcome and easy."
"By this time, the walk in the rain had reached Mrs. Elton, and her remonstrances now opened upon Jane.", Jane very patiently assured her that she had not caught any cold.
Jane very patiently assured her that she had not caught any cold.," ""My advice,"" said Mrs. Weston kindly and persuasively, ""I certainly do feel tempted to give."
"You and I must positively exert our authority."""," ""Oh!"
"You look as if you would not do such a thing again."""," ""You are extremely kind,"" said Jane; ""but I cannot give up my early walk."
"That will obviate all difficulties you know; and from _us_ I really think, my dear Jane, you can have no scruple to accept such an accommodation."""," ""My dear Jane, say no more about it."
"I am advised to be out of doors as much as I can, I must walk somewhere, and the post-office is an object; and upon my word, I have scarcely ever had a bad morning before.""",laughing affectedly) as far as I can presume to determine any thing without the concurrence of my lord and master.
"The thing is determined, that is (laughing affectedly)"," ""Excuse me,"" said Jane earnestly, ""I cannot by any means consent to such an arrangement, so needlessly troublesome to your servant."
"If I meet with no insuperable difficulties therefore, consider that point as settled."""," ""Oh!"
"If the errand were not a pleasure to me, it could be done, as it always is when I am not here, by my grandmama's."""," Jane looked as if she did not mean to be conquered; but instead of answering, she began speaking again to Mr. John Knightley."
"Jane looked as if she did not mean to be conquered; but instead of answering, she began speaking again to Mr. John Knightley."," ""It is certainly very well regulated."""
"If one thinks of all that it has to do, and all that it does so well, it is really astonishing!"""," ""So seldom that any negligence or blunder appears!"
"""It is certainly very well regulated."""," ""The clerks grow expert from habit.--They must begin with some quickness of sight and hand, and exercise improves them."
"And when one considers the variety of hands, and of bad hands too, that are to be deciphered, it increases the wonder."""," The varieties of handwriting were farther talked of, and the usual observations made."
"The varieties of handwriting were farther talked of, and the usual observations made."," ""Yes,"" said his brother hesitatingly, ""there is a likeness."
"I have not always known their writing apart."""," ""Isabella and Emma both write beautifully,"" said Mr. Woodhouse; ""and always did."
"I know what you mean--but Emma's hand is the strongest.""",-with half a sigh and half a smile at her.
"And so does poor Mrs. Weston""--with half a sigh and half a smile at her.","-Emma began, looking also at Mrs. Weston; but stopped, on perceiving that Mrs. Weston was attending to some one else--and the pause gave her time to reflect, ""Now, how am I going to introduce him?--Am I unequal to speaking his name at once before all these people?"
Mrs. Weston was disengaged and Emma began again--," ""I do not admire it,"" said Mr. Knightley."
"Mrs. Weston was disengaged and Emma began again--""Mr. Frank Churchill writes one of the best gentleman's hands I ever saw.""", This was not submitted to by either lady.
"No, she had heard from him very lately, but having answered the letter, had put it away."," ""He chose to say he was employed""--  ""Well, well, I have that note; and can shew it after dinner to convince Mr."
"I have a note of his.--Do not you remember, Mrs. Weston, employing him to write for you one day?""","-  ""Well, well, I have that note; and can shew it after dinner to convince Mr."
"""He chose to say he was employed""--"," ""Oh!"
"Knightley.""", Dinner was on table.--Mrs.
"Elton, before she could be spoken to, was ready; and before Mr. Woodhouse had reached her with his request to be allowed to hand her into the dining-parlour, was saying--", Jane's solicitude about fetching her own letters had not escaped Emma.
"If Jane repressed her for a little time, she soon began again; and though much that passed between them was in a half-whisper, especially on Mrs. Elton's side, there was no avoiding a knowledge of their principal subjects: The post-office--catching cold--fetching letters--and friendship, were long under discussion; and to them succeeded one, which must be at least equally unpleasant to Jane--inquiries whether she had yet heard of any situation likely to suit her, and professions of Mrs. Elton's meditated activity."," ""But I have never fixed on June or any other month--merely looked forward to the summer in general."""
"June will soon be here."""," ""But have you really heard of nothing?"""
"""But I have never fixed on June or any other month--merely looked forward to the summer in general."""," ""I have not even made any inquiry; I do not wish to make any yet."""
"""But have you really heard of nothing?"""," ""Oh!"
"""I have not even made any inquiry; I do not wish to make any yet."""," ""I not aware!"""
"my dear, we cannot begin too early; you are not aware of the difficulty of procuring exactly the desirable thing."""," ""But you have not seen so much of the world as I have."
"said Jane, shaking her head; ""dear Mrs. Elton, who can have thought of it as I have done?"""," ""Colonel and Mrs. Campbell are to be in town again by midsummer,""  said Jane."
"Of all houses in the kingdom Mrs. Bragge's is the one I would most wish to see you in."""," ""Trouble!"
"But I would not wish you to take the trouble of making any inquiries at present."""," ""Thank you, but I would rather you did not mention the subject to her; till the time draws nearer, I do not wish to be giving any body trouble."""
"I shall write to Mrs. Partridge in a day or two, and shall give her a strict charge to be on the look-out for any thing eligible."""," ""But, my dear child, the time is drawing near; here is April, and June, or say even July, is very near, with such business to accomplish before us."
"""Thank you, but I would rather you did not mention the subject to her; till the time draws nearer, I do not wish to be giving any body trouble."""," ""Excuse me, ma'am, but this is by no means my intention; I make no inquiry myself, and should be sorry to have any made by my friends."
"A situation such as you deserve, and your friends would require for you, is no everyday occurrence, is not obtained at a moment's notice; indeed, indeed, we must begin inquiring directly."""," ""Oh!"
"There are places in town, offices, where inquiry would soon produce something--Offices for the sale--not quite of human flesh--but of human intellect."""," ""I did not mean, I was not thinking of the slave-trade,"" replied Jane; ""governess-trade, I assure you, was all that I had in view; widely different certainly as to the guilt of those who carry it on; but as to the greater misery of the victims, I do not know where it lies."
"You quite shock me; if you mean a fling at the slave-trade, I assure you Mr. Suckling was always rather a friend to the abolition."""," ""Something that would do!"""
"But I only mean to say that there are advertising offices, and that by applying to them I should have no doubt of very soon meeting with something that would do."""," ""You are very obliging; but as to all that, I am very indifferent; it would be no object to me to be with the rich; my mortifications, I think, would only be the greater; I should suffer more from comparison."
"""Aye, _that_ may suit your humble ideas of yourself;--I know what a modest creature you are; but it will not satisfy your friends to have you taking up with any thing that may offer, any inferior, commonplace situation, in a family not moving in a certain circle, or able to command the elegancies of life."""," ""I know you, I know you; you would take up with any thing; but I shall be a little more nice, and I am sure the good Campbells will be quite on my side; with your superior talents, you have a right to move in the first circle."
"A gentleman's family is all that I should condition for."""," ""You may well class the delight, the honour, and the comfort of such a situation together,"" said Jane, ""they are pretty sure to be equal; however, I am very serious in not wishing any thing to be attempted at present for me."
"Your musical knowledge alone would entitle you to name your own terms, have as many rooms as you like, and mix in the family as much as you chose;--that is--I do not know--if you knew the harp, you might do all that, I am very sure; but you sing as well as play;--yes, I really believe you might, even without the harp, stipulate for what you chose;--and you must and shall be delightfully, honourably and comfortably settled before the Campbells or I have any rest."""," ""And I am quite serious too, I assure you,"" replied Mrs. Elton gaily, ""in resolving to be always on the watch, and employing my friends to watch also, that nothing really unexceptionable may pass us."""
"For two or three months longer I shall remain where I am, and as I am."""," In this style she ran on; never thoroughly stopped by any thing till Mr. Woodhouse came into the room; her vanity had then a change of object, and Emma heard her saying in the same half-whisper to Jane,  ""Here comes this dear old beau of mine, I protest!--Only think of his gallantry in coming away before the other men!--what a dear creature he is;--I assure you I like him excessively."
"In this style she ran on; never thoroughly stopped by any thing till Mr. Woodhouse came into the room; her vanity had then a change of object, and Emma heard her saying in the same half-whisper to Jane,", The whole party were but just reassembled in the drawing-room when Mr. Weston made his appearance among them.
"John Knightley looked at him with amazement, then shrugged his shoulders, and said,"," Mr. Weston meanwhile, perfectly unsuspicious of the indignation he was exciting, happy and cheerful as usual, and with all the right of being principal talker, which a day spent anywhere from home confers, was making himself agreeable among the rest; and having satisfied the inquiries of his wife as to his dinner, convincing her that none of all her careful directions to the servants had been forgotten, and spread abroad what public news he had heard, was proceeding to a family communication, which, though principally addressed to Mrs. Weston, he had not the smallest doubt of being highly interesting to every body in the room."
"He gave her a letter, it was from Frank, and to herself; he had met with it in his way, and had taken the liberty of opening it."," The two ladies looked over it together; and he sat smiling and talking to them the whole time, in a voice a little subdued, but very audible to every body."
"The two ladies looked over it together; and he sat smiling and talking to them the whole time, in a voice a little subdued, but very audible to every body.", Mrs. Weston was most comfortably pleased on the occasion.
CHAPTER XVIII, said Mr. Weston.
"Mrs. Elton, very willing to suppose a particular compliment intended her by such a hope, smiled most graciously."," ""Oh!"
"""You have heard of a certain Frank Churchill, I presume,"" he continued--""and know him to be my son, though he does not bear my name."""," ""You are very obliging.--Frank will be extremely happy, I am sure.-- He is to be in town next week, if not sooner."
"I am sure Mr. Elton will lose no time in calling on him; and we shall both have great pleasure in seeing him at the Vicarage."""," ""And so you absolutely opened what was directed to her!"
"I hardly ever get a letter.""","aughing affectedly) I must protest against that.--A most dangerous precedent indeed!--I beg you will not let your neighbours follow your example.--Upon my word, if this is what I am to expect, we married women must begin to exert ourselves!--Oh!"
Mr. Weston--(laughing affectedly)," ""Aye, we men are sad fellows."
"Mr. Weston, I could not have believed it of you!"""," ""Indeed!--from Yorkshire, I think."
"Elton.--This letter tells us--it is a short letter--written in a hurry, merely to give us notice--it tells us that they are all coming up to town directly, on Mrs. Churchill's account--she has not been well the whole winter, and thinks Enscombe too cold for her--so they are all to move southward without loss of time."""," ""Yes, they are about one hundred and ninety miles from London, a considerable journey."""
"Enscombe is in Yorkshire?"""," ""Yes, upon my word, very considerable."
"""Yes, they are about one hundred and ninety miles from London, a considerable journey."""," ""The evil of the distance from Enscombe,"" said Mr. Weston, ""is, that Mrs. Churchill, _as_ _we_ _understand_, has not been able to leave the sofa for a week together."
"You will hardly believe me--but twice in one week he and Mr. Bragge went to London and back again with four horses."""," ""No, indeed, I shall grant you nothing."
"You must grant me that."""," ""Depend upon it, Mrs. Churchill does every thing that any other fine lady ever did."
"Does Mrs. Churchill do the same?""","-  Mrs. Elton eagerly interposed with,  ""Oh!"
"Mrs. Churchill will not be second to any lady in the land for""--  Mrs. Elton eagerly interposed with,"," ""Is not she?"
"Do not run away with such an idea.""", Mrs. Elton began to think she had been wrong in disclaiming so warmly.
"It was by no means her object to have it believed that her sister was _not_ a fine lady; perhaps there was want of spirit in the pretence of it;--and she was considering in what way she had best retract, when Mr. Weston went on."," ""If she is really ill, why not go to Bath, Mr."
"I would not say so to every body, Mrs. Elton, but I have not much faith in Mrs. Churchill's illness.""","""She has taken it into her head that Enscombe is too cold for her."
"Weston?--To Bath, or to Clifton?"""," ""Aye--like Maple Grove, I dare say."
"A fine place, but very retired."""," ""Frank was here in February for a fortnight."""
"I always say a woman cannot have too many resources--and I feel very thankful that I have so many myself as to be quite independent of society."""," ""So I remember to have heard."
"""Frank was here in February for a fortnight."""," This was too loud a call for a compliment to be passed by, and Mr. Weston, with a very good grace, immediately exclaimed,  ""My dear madam!"
"This was too loud a call for a compliment to be passed by, and Mr. Weston, with a very good grace, immediately exclaimed,", He had done his duty and could return to his son.
He had done his duty and could return to his son.," ""Very true, Mr. Weston, perfectly true."
"I have observed, Mrs. Elton, in the course of my life, that if things are going untowardly one month, they are sure to mend the next."""," She was stopped by a slight fit of coughing, and Mr. Weston instantly seized the opportunity of going on."
"She was stopped by a slight fit of coughing, and Mr. Weston instantly seized the opportunity of going on."," ""And I assure you, Mr. Weston, I have very little doubt that my opinion will be decidedly in his favour."
"She thinks nobody equal to him.""", Mr. Weston was musing.
Mr. Weston was musing.," ""Only think!"
"She was nobody when he married her, barely the daughter of a gentleman; but ever since her being turned into a Churchill she has out-Churchill'd them all in high and mighty claims: but in herself, I assure you, she is an upstart.""", They were interrupted.
He was to leave them early the next day; and he soon began with--," ""I rather hope to satisfy you both,"" said Emma, ""for I shall do all in my power to make them happy, which will be enough for Isabella; and happiness must preclude false indulgence and physic."""
"My charge would be much more concise than her's, and probably not much in the same spirit; all that I have to recommend being comprised in, do not spoil them, and do not physic them."""," ""And if you find them troublesome, you must send them home again."""
"""I rather hope to satisfy you both,"" said Emma, ""for I shall do all in my power to make them happy, which will be enough for Isabella; and happiness must preclude false indulgence and physic."""," ""That is very likely."
"""And if you find them troublesome, you must send them home again."""," ""I hope I am aware that they may be too noisy for your father--or even may be some encumbrance to you, if your visiting engagements continue to increase as much as they have done lately."""
"You think so, do not you?"""," ""Increase!"""
"""I hope I am aware that they may be too noisy for your father--or even may be some encumbrance to you, if your visiting engagements continue to increase as much as they have done lately."""," ""Certainly; you must be sensible that the last half-year has made a great difference in your way of life."""
"""Increase!"""," ""Difference!"
"""Certainly; you must be sensible that the last half-year has made a great difference in your way of life."""," ""There can be no doubt of your being much more engaged with company than you used to be."
"No indeed I am not."""," ""Yes,"" said his brother quickly, ""it is Randalls that does it all."""
"The difference which Randalls, Randalls alone makes in your goings-on, is very great."""," ""Very well--and as Randalls, I suppose, is not likely to have less influence than heretofore, it strikes me as a possible thing, Emma, that Henry and John may be sometimes in the way."
"""Yes,"" said his brother quickly, ""it is Randalls that does it all."""," ""No,"" cried Mr. Knightley, ""that need not be the consequence."
"And if they are, I only beg you to send them home."""," ""Upon my word,"" exclaimed Emma, ""you amuse me!"
"I shall certainly be at leisure."""," Mr. Knightley seemed to be trying not to smile; and succeeded without difficulty, upon Mrs. Elton's beginning to talk to him."
Mrs. Elton was spoken of., A carriage was heard.
"He was on the move immediately; but coming back, said,", Mr. and Mrs. Elton appeared; and all the smiles and the proprieties passed.
Mr. and Mrs. Elton appeared; and all the smiles and the proprieties passed., The mistake had been slight.
In a few minutes the carriage returned.--Somebody talked of rain.--,and away he went.
"Mr. Weston was following; but Mrs. Elton detained him, to gratify him by her opinion of his son; and so briskly did she begin, that the young man himself, though by no means moving slowly, could hardly be out of hearing."," While she talked of his son, Mr. Weston's attention was chained; but when she got to Maple Grove, he could recollect that there were ladies just arriving to be attended to, and with happy smiles must hurry away."
Mrs. Elton turned to Mrs. Weston.," Miss Bates and Miss Fairfax, escorted by the two gentlemen, walked into the room; and Mrs. Elton seemed to think it as much her duty as Mrs. Weston's to receive them."
"As the door opened she was heard,"," Frank Churchill returned to his station by Emma; and as soon as Miss Bates was quiet, she found herself necessarily overhearing the discourse of Mrs. Elton and Miss Fairfax, who were standing a little way behind her.--He was thoughtful."
"After a good many compliments to Jane on her dress and look, compliments very quietly and properly taken, Mrs. Elton was evidently wanting to be complimented herself--and it was,","-with many other relative questions, all answered with patient politeness."
"Mrs. Elton then said,"," At this moment Frank began talking so vigorously, that Emma could not but imagine he had overheard his own praises, and did not want to hear more;--and the voices of the ladies were drowned for a while, till another suspension brought Mrs. Elton's tones again distinctly forward.--Mr."
"Elton had just joined them, and his wife was exclaiming,"," ""Jane!"""
"you have found us out at last, have you, in our seclusion?--I was this moment telling Jane, I thought you would begin to be impatient for tidings of us."""," ""How do you like Mrs."
