left_context,right_context
"then, said I, I must run across, I am sure Miss Woodhouse will allow me just to run across and entreat her to come in; my mother will be so very happy to see her--and now we are such a nice party, she cannot refuse.--'Aye, pray do,' said Mr. Frank Churchill, 'Miss Woodhouse's opinion of the instrument will be worth having.' --But, said I, I shall be more sure of succeeding if one of you will go with me.--'Oh,' said he, 'wait half a minute, till I have finished my job;","h, said I, Patty do not come with your bad news to me. Here is the rivet of your mistress's spectacles out."
"At one time Patty came to say she thought the kitchen chimney wanted sweeping. Oh,",atty do not come with your bad news to me. Here is the rivet of your mistress's spectacles out.
"Oh, said I, Patty do not come with your bad news to me. Here is the rivet of your mistress's spectacles out."," Emma would be ""very happy to wait on Mrs. Bates, &c.,"" and they did at last move out of the shop, with no farther delay from Miss Bates than,  ""How do you do, Mrs. Ford? I beg your pardon."
"Well, Mrs. Weston, you have prevailed, I hope, and these ladies will oblige us."" Emma would be ""very happy to wait on Mrs. Bates, &c.,"" and they did at last move out of the shop, with no farther delay from Miss Bates than,"," ""What was I talking of?"" said she, beginning again when they were all in the street."
"Jane came back delighted yesterday. Thank ye, the gloves do very well--only a little too large about the wrist; but Jane is taking them in.""","said she, beginning again when they were all in the street. Emma wondered on what, of all the medley, she would fix."
"said she, beginning again when they were all in the street. Emma wondered on what, of all the medley, she would fix.","Oh!' said he, 'I do think I can fasten the rivet; I like a job of this kind excessively.'"
So very obliging of Mr. Frank Churchill! 'Oh!',I do think I can fasten the rivet; I like a job of this kind excessively.' --Which you know shewed him to be so very....
"'Oh!' said he, 'I do think I can fasten the rivet; I like a job of this kind excessively.","'Oh!' said he, 'I can fasten the rivet."
He seems every thing the fondest parent could.... 'Oh!',I can fasten the rivet. I like a job of that sort excessively.'
"said he, 'I can fasten the rivet. I like a job of that sort excessively.'","Oh!' said he directly, 'there is nothing in the way of fruit half so good, and these are the finest-looking home-baked apples I ever saw in my life.'"
"I never shall forget his manner. And when I brought out the baked apples from the closet, and hoped our friends would be so very obliging as to take some, 'Oh!'","there is nothing in the way of fruit half so good, and these are the finest-looking home-baked apples I ever saw in my life.' That, you know, was so very.... And I am sure, by his manner, it was no compliment."
"And when I brought out the baked apples from the closet, and hoped our friends would be so very obliging as to take some, 'Oh!' said he directly, 'there is nothing in the way of fruit half so good, and these are the finest-looking home-baked apples I ever saw in my life.'","I am sure you must be,' said he, 'and I will send you another supply; for I have a great many more than I can ever use. William Larkins let me keep a larger quantity than usual this year."
"But I was really quite shocked the other day--for Mr. Knightley called one morning, and Jane was eating these apples, and we talked about them and said how much she enjoyed them, and he asked whether we were not got to the end of our stock. 'I am sure you must be,'",and I will send you another supply; for I have a great many more than I can ever use. William Larkins let me keep a larger quantity than usual this year.
"William Larkins let me keep a larger quantity than usual this year. I will send you some more, before they get good for nothing.'"," Miss Bates had just done as Patty opened the door; and her visitors walked upstairs without having any regular narration to attend to, pursued only by the sounds of her desultory good-will. ""Pray take care, Mrs. Weston, there is a step at the turning."
"I wanted to keep it from Jane's knowledge; but, unluckily, I had mentioned it before I was aware."" Miss Bates had just done as Patty opened the door; and her visitors walked upstairs without having any regular narration to attend to, pursued only by the sounds of her desultory good-will.","   CHAPTER X   The appearance of the little sitting-room as they entered, was tranquillity itself; Mrs. Bates, deprived of her usual employment, slumbering on one side of the fire, Frank Churchill, at a table near her, most deedily occupied about her spectacles, and Jane Fairfax, standing with her back to them, intent on her pianoforte. Busy as he was, however, the young man was yet able to shew a most happy countenance on seeing Emma again."
"CHAPTER X   The appearance of the little sitting-room as they entered, was tranquillity itself; Mrs. Bates, deprived of her usual employment, slumbering on one side of the fire, Frank Churchill, at a table near her, most deedily occupied about her spectacles, and Jane Fairfax, standing with her back to them, intent on her pianoforte. Busy as he was, however, the young man was yet able to shew a most happy countenance on seeing Emma again."," ""What!"" said Mrs. Weston, ""have not you finished it yet?"
"""This is a pleasure,"" said he, in rather a low voice, ""coming at least ten minutes earlier than I had calculated. You find me trying to be useful; tell me if you think I shall succeed."""," ""I have not been working uninterruptedly,"" he replied, ""I have been assisting Miss Fairfax in trying to make her instrument stand steadily, it was not quite firm; an unevenness in the floor, I believe. You see we have been wedging one leg with paper."
"said Mrs. Weston, ""have not you finished it yet? you would not earn a very good livelihood as a working silversmith at this rate."""," He contrived that she should be seated by him; and was sufficiently employed in looking out the best baked apple for her, and trying to make her help or advise him in his work, till Jane Fairfax was quite ready to sit down to the pianoforte again. That she was not immediately ready, Emma did suspect to arise from the state of her nerves; she had not yet possessed the instrument long enough to touch it without emotion; she must reason herself into the power of performance; and Emma could not but pity such feelings, whatever their origin, and could not but resolve never to expose them to her neighbour again."
"At last Jane began, and though the first bars were feebly given, the powers of the instrument were gradually done full justice to. Mrs. Weston had been delighted before, and was delighted again; Emma joined her in all her praise; and the pianoforte, with every proper discrimination, was pronounced to be altogether of the highest promise.", Jane did not look round. She was not obliged to hear.
She was not obliged to hear. Mrs. Weston had been speaking to her at the same moment.," He shook his head with a smile, and looked as if he had very little doubt and very little mercy. Soon afterwards he began again,  ""How much your friends in Ireland must be enjoying your pleasure on this occasion, Miss Fairfax."
"He shook his head with a smile, and looked as if he had very little doubt and very little mercy. Soon afterwards he began again,"," He paused. She could not but hear; she could not avoid answering,  ""Till I have a letter from Colonel Campbell,"" said she, in a voice of forced calmness, ""I can imagine nothing with any confidence."
"He paused. She could not but hear; she could not avoid answering,"," ""Conjecture--aye, sometimes one conjectures right, and sometimes one conjectures wrong. I wish I could conjecture how soon I shall make this rivet quite firm."
"She could not but hear; she could not avoid answering,  ""Till I have a letter from Colonel Campbell,"" said she, in a voice of forced calmness, ""I can imagine nothing with any confidence. It must be all conjecture.""","to Mrs. Bates,) of restoring your spectacles, healed for the present."" He was very warmly thanked both by mother and daughter; to escape a little from the latter, he went to the pianoforte, and begged Miss Fairfax, who was still sitting at it, to play something more."
"There, it is done. I have the pleasure, madam, (to Mrs. Bates,)"," He was very warmly thanked both by mother and daughter; to escape a little from the latter, he went to the pianoforte, and begged Miss Fairfax, who was still sitting at it, to play something more. ""If you are very kind,"" said he, ""it will be one of the waltzes we danced last night;--let me live them over again."
"I have the pleasure, madam, (to Mrs. Bates,) of restoring your spectacles, healed for the present."" He was very warmly thanked both by mother and daughter; to escape a little from the latter, he went to the pianoforte, and begged Miss Fairfax, who was still sitting at it, to play something more."," She played. ""What felicity it is to hear a tune again which _has_ made one happy!--If I mistake not that was danced at Weymouth."""
"I believe you were glad we danced no longer; but I would have given worlds--all the worlds one ever has to give--for another half-hour."" She played."," She looked up at him for a moment, coloured deeply, and played something else. He took some music from a chair near the pianoforte, and turning to Emma, said,  ""Here is something quite new to me."
"She looked up at him for a moment, coloured deeply, and played something else. He took some music from a chair near the pianoforte, and turning to Emma, said,"," Emma wished he would be less pointed, yet could not help being amused; and when on glancing her eye towards Jane Fairfax she caught the remains of a smile, when she saw that with all the deep blush of consciousness, there had been a smile of secret delight, she had less scruple in the amusement, and much less compunction with respect to her.--This amiable, upright, perfect Jane Fairfax was apparently cherishing very reprehensible feelings. He brought all the music to her, and they looked it over together.--Emma took the opportunity of whispering,  ""You speak too plain."
"Emma wished he would be less pointed, yet could not help being amused; and when on glancing her eye towards Jane Fairfax she caught the remains of a smile, when she saw that with all the deep blush of consciousness, there had been a smile of secret delight, she had less scruple in the amusement, and much less compunction with respect to her.--This amiable, upright, perfect Jane Fairfax was apparently cherishing very reprehensible feelings. He brought all the music to her, and they looked it over together.--Emma took the opportunity of whispering,"," ""I hope she does. I would have her understand me."
"He brought all the music to her, and they looked it over together.--Emma took the opportunity of whispering,  ""You speak too plain. She must understand you."""," ""But really, I am half ashamed, and wish I had never taken up the idea."" ""I am very glad you did, and that you communicated it to me."
"I would have her understand me. I am not in the least ashamed of my meaning."""," ""I am very glad you did, and that you communicated it to me. I have now a key to all her odd looks and ways."
"I am not in the least ashamed of my meaning."" ""But really, I am half ashamed, and wish I had never taken up the idea."""," ""She is not entirely without it, I think."" ""I do not see much sign of it."
"Leave shame to her. If she does wrong, she ought to feel it."""," ""I do not see much sign of it. She is playing _Robin_ _Adair_ at this moment--_his_ favourite."""
"If she does wrong, she ought to feel it."" ""She is not entirely without it, I think."""," Shortly afterwards Miss Bates, passing near the window, descried Mr. Knightley on horse-back not far off. ""Mr. Knightley I declare!--I must speak to him if possible, just to thank him."
"She is playing _Robin_ _Adair_ at this moment--_his_ favourite."" Shortly afterwards Miss Bates, passing near the window, descried Mr. Knightley on horse-back not far off."," She was in the adjoining chamber while she still spoke, and opening the casement there, immediately called Mr. Knightley's attention, and every syllable of their conversation was as distinctly heard by the others, as if it had passed within the same apartment. ""How d' ye do?--how d'ye do?--Very well, I thank you."
"Quite delightful to have you all meet so!--Our little room so honoured!"" She was in the adjoining chamber while she still spoke, and opening the casement there, immediately called Mr. Knightley's attention, and every syllable of their conversation was as distinctly heard by the others, as if it had passed within the same apartment."," So began Miss Bates; and Mr. Knightley seemed determined to be heard in his turn, for most resolutely and commandingly did he say,  ""How is your niece, Miss Bates?--I want to inquire after you all, but particularly your niece. How is Miss Fairfax?--I hope she caught no cold last night."
"You will find some friends here."" So began Miss Bates; and Mr. Knightley seemed determined to be heard in his turn, for most resolutely and commandingly did he say,", And Miss Bates was obliged to give a direct answer before he would hear her in any thing else. The listeners were amused; and Mrs. Weston gave Emma a look of particular meaning.
The listeners were amused; and Mrs. Weston gave Emma a look of particular meaning. But Emma still shook her head in steady scepticism.," resumed Miss Bates. He cut her short with,  ""I am going to Kingston."
"""So obliged to you!--so very much obliged to you for the carriage,""  resumed Miss Bates. He cut her short with,"," ""Oh! dear, Kingston--are you?--Mrs."
"He cut her short with,  ""I am going to Kingston. Can I do any thing for you?"""," ""Mrs. Cole has servants to send. Can I do any thing for _you_?"""
"dear, Kingston--are you?--Mrs. Cole was saying the other day she wanted something from Kingston."""," ""No, I thank you. But do come in."
"""Mrs. Cole has servants to send. Can I do any thing for _you_?"""," ""Well,"" said he, in a deliberating manner, ""for five minutes, perhaps."" ""And here is Mrs. Weston and Mr. Frank Churchill too!--Quite delightful; so many friends!"""
"Who do you think is here?--Miss Woodhouse and Miss Smith; so kind as to call to hear the new pianoforte. Do put up your horse at the Crown, and come in."""," ""And here is Mrs. Weston and Mr. Frank Churchill too!--Quite delightful; so many friends!"" ""No, not now, I thank you."
"Do put up your horse at the Crown, and come in."" ""Well,"" said he, in a deliberating manner, ""for five minutes, perhaps."""," ""No, not now, I thank you. I could not stay two minutes."
"""Well,"" said he, in a deliberating manner, ""for five minutes, perhaps."" ""And here is Mrs. Weston and Mr. Frank Churchill too!--Quite delightful; so many friends!"""," ""Oh! do come in."
"I could not stay two minutes. I must get on to Kingston as fast as I can."""," ""No, no; your room is full enough. I will call another day, and hear the pianoforte."""
"do come in. They will be so very happy to see you."""," ""Well, I am so sorry!--Oh! Mr. Knightley, what a delightful party last night; how extremely pleasant.--Did you ever see such dancing?--Was not it delightful?--Miss Woodhouse and Mr. Frank Churchill; I never saw any thing equal to it."""
"""No, no; your room is full enough. I will call another day, and hear the pianoforte."""," ""Oh! very delightful indeed; I can say nothing less, for I suppose Miss Woodhouse and Mr. Frank Churchill are hearing every thing that passes."
"""Well, I am so sorry!--Oh! Mr. Knightley, what a delightful party last night; how extremely pleasant.--Did you ever see such dancing?--Was not it delightful?--Miss Woodhouse and Mr. Frank Churchill; I never saw any thing equal to it.""","raising his voice still more) I do not see why Miss Fairfax should not be mentioned too. I think Miss Fairfax dances very well; and Mrs. Weston is the very best country-dance player, without exception, in England."
"very delightful indeed; I can say nothing less, for I suppose Miss Woodhouse and Mr. Frank Churchill are hearing every thing that passes. And (raising his voice still more)"," ""Oh! Mr. Knightley, one moment more; something of consequence--so shocked!--Jane and I are both so shocked about the apples!"""
"I think Miss Fairfax dances very well; and Mrs. Weston is the very best country-dance player, without exception, in England. Now, if your friends have any gratitude, they will say something pretty loud about you and me in return; but I cannot stay to hear it."""," ""What is the matter now?"" ""To think of your sending us all your store apples."
"""Oh! Mr. Knightley, one moment more; something of consequence--so shocked!--Jane and I are both so shocked about the apples!"""," ""To think of your sending us all your store apples. You said you had a great many, and now you have not one left."
"Mr. Knightley, one moment more; something of consequence--so shocked!--Jane and I are both so shocked about the apples!"" ""What is the matter now?""","returning to the room,) I have not been able to succeed. Mr. Knightley cannot stop."
"He never can bear to be thanked. But I thought he would have staid now, and it would have been a pity not to have mentioned.... Well, (returning to the room,)"," ""Yes,"" said Jane, ""we heard his kind offers, we heard every thing."" ""Oh!"
"He is going to Kingston. He asked me if he could do any thing...."""," ""Oh! yes, my dear, I dare say you might, because you know, the door was open, and the window was open, and Mr. Knightley spoke loud."
"He is going to Kingston. He asked me if he could do any thing....""  ""Yes,"" said Jane, ""we heard his kind offers, we heard every thing.""",Can I do any thing for you at Kingston?' said he; so I just mentioned.... Oh!
You must have heard every thing to be sure. 'Can I do any thing for you at Kingston?'," Emma found it really time to be at home; the visit had already lasted long; and on examining watches, so much of the morning was perceived to be gone, that Mrs. Weston and her companion taking leave also, could allow themselves only to walk with the two young ladies to Hartfield gates, before they set off for Randalls. CHAPTER XI   It may be possible to do without dancing entirely."
"His first proposition and request, that the dance begun at Mr. Cole's should be finished there--that the same party should be collected, and the same musician engaged, met with the readiest acquiescence. Mr. Weston entered into the idea with thorough enjoyment, and Mrs. Weston most willingly undertook to play as long as they could wish to dance; and the interesting employment had followed, of reckoning up exactly who there would be, and portioning out the indispensable division of space to every couple.","had been repeated many times over. ""And there will be the two Gilberts, young Cox, my father, and myself, besides Mr. Knightley."
"Mr. Weston entered into the idea with thorough enjoyment, and Mrs. Weston most willingly undertook to play as long as they could wish to dance; and the interesting employment had followed, of reckoning up exactly who there would be, and portioning out the indispensable division of space to every couple. ""You and Miss Smith, and Miss Fairfax, will be three, and the two Miss Coxes five,"" had been repeated many times over."," But soon it came to be on one side,  ""But will there be good room for five couple?--I really do not think there will."" On another,  ""And after all, five couple are not enough to make it worth while to stand up."
"Emma said it would be awkward; Mrs. Weston was in distress about the supper; and Mr. Woodhouse opposed it earnestly, on the score of health. It made him so very unhappy, indeed, that it could not be persevered in.","speaking lower) is very thoughtless. Do not tell his father, but that young man is not quite the thing."
Pray do not let them talk of it. That young man (speaking lower)," Mrs. Weston was sorry for such a charge. She knew the importance of it, and said every thing in her power to do it away."
"She knew the importance of it, and said every thing in her power to do it away. Every door was now closed, the passage plan given up, and the first scheme of dancing only in the room they were in resorted to again; and with such good-will on Frank Churchill's part, that the space which a quarter of an hour before had been deemed barely sufficient for five couple, was now endeavoured to be made out quite enough for ten."," Emma demurred. ""It would be a crowd--a sad crowd; and what could be worse than dancing without space to turn in?"""
"Ten couple may stand here very well."" Emma demurred."," ""Very true,"" he gravely replied; ""it was very bad."" But still he went on measuring, and still he ended with,  ""I think there will be very tolerable room for ten couple."""
"Emma demurred. ""It would be a crowd--a sad crowd; and what could be worse than dancing without space to turn in?""","But still he went on measuring, and still he ended with,  ""I think there will be very tolerable room for ten couple."" ""No, no,"" said she, ""you are quite unreasonable."
"""Very true,"" he gravely replied; ""it was very bad."" But still he went on measuring, and still he ended with,"," ""No, no,"" said she, ""you are quite unreasonable. It would be dreadful to be standing so close!"
"""Very true,"" he gravely replied; ""it was very bad."" But still he went on measuring, and still he ended with,  ""I think there will be very tolerable room for ten couple."""," ""There is no denying it,"" he replied. ""I agree with you exactly."
"It would be dreadful to be standing so close! Nothing can be farther from pleasure than to be dancing in a crowd--and a crowd in a little room!"""," Emma perceived that the nature of his gallantry was a little self-willed, and that he would rather oppose than lose the pleasure of dancing with her; but she took the compliment, and forgave the rest. Had she intended ever to _marry_ him, it might have been worth while to pause and consider, and try to understand the value of his preference, and the character of his temper; but for all the purposes of their acquaintance, he was quite amiable enough."
"Before the middle of the next day, he was at Hartfield; and he entered the room with such an agreeable smile as certified the continuance of the scheme. It soon appeared that he came to announce an improvement."," ""The Crown!"" ""Yes; if you and Mr. Woodhouse see no objection, and I trust you cannot, my father hopes his friends will be so kind as to visit him there."
"I bring a new proposal on the subject:--a thought of my father's, which waits only your approbation to be acted upon. May I hope for the honour of your hand for the two first dances of this little projected ball, to be given, not at Randalls, but at the Crown Inn?"""," ""Yes; if you and Mr. Woodhouse see no objection, and I trust you cannot, my father hopes his friends will be so kind as to visit him there. Better accommodations, he can promise them, and not a less grateful welcome than at Randalls."
"May I hope for the honour of your hand for the two first dances of this little projected ball, to be given, not at Randalls, but at the Crown Inn?"" ""The Crown!"""," ""It appears to me a plan that nobody can object to, if Mr. and Mrs. Weston do not. I think it admirable; and, as far as I can answer for myself, shall be most happy--It seems the only improvement that could be."
"Ten couple, in either of the Randalls rooms, would have been insufferable!--Dreadful!--I felt how right you were the whole time, but was too anxious for securing _any_ _thing_ to like to yield. Is not it a good exchange?--You consent--I hope you consent?"""," She was obliged to repeat and explain it, before it was fully comprehended; and then, being quite new, farther representations were necessary to make it acceptable. ""No; he thought it very far from an improvement--a very bad plan--much worse than the other."
"no--a very bad plan. They would catch worse colds at the Crown than anywhere."""," ""Sir,"" said Mr. Woodhouse, rather warmly, ""you are very much mistaken if you suppose Mr. Perry to be that sort of character. Mr. Perry is extremely concerned when any of us are ill."
"""I was going to observe, sir,"" said Frank Churchill, ""that one of the great recommendations of this change would be the very little danger of any body's catching cold--so much less danger at the Crown than at Randalls! Mr. Perry might have reason to regret the alteration, but nobody else could."""," ""From the very circumstance of its being larger, sir. We shall have no occasion to open the windows at all--not once the whole evening; and it is that dreadful habit of opening the windows, letting in cold air upon heated bodies, which (as you well know, sir) does the mischief."""
"Mr. Perry is extremely concerned when any of us are ill. But I do not understand how the room at the Crown can be safer for you than your father's house."""," ""Open the windows!--but surely, Mr. Churchill, nobody would think of opening the windows at Randalls. Nobody could be so imprudent!"
"""From the very circumstance of its being larger, sir. We shall have no occasion to open the windows at all--not once the whole evening; and it is that dreadful habit of opening the windows, letting in cold air upon heated bodies, which (as you well know, sir) does the mischief."""," ""Ah! sir--but a thoughtless young person will sometimes step behind a window-curtain, and throw up a sash, without its being suspected."
"I never heard of such a thing. Dancing with open windows!--I am sure, neither your father nor Mrs. Weston (poor Miss Taylor that was) would suffer it."""," ""Have you indeed, sir?--Bless me! I never could have supposed it."
"sir--but a thoughtless young person will sometimes step behind a window-curtain, and throw up a sash, without its being suspected. I have often known it done myself."""," ""But, unfortunately, sir, my time is so limited--""  ""Oh!"" interrupted Emma, ""there will be plenty of time for talking every thing over."
"One cannot resolve upon them in a hurry. If Mr. and Mrs. Weston will be so obliging as to call here one morning, we may talk it over, and see what can be done."""," ""Oh!"" interrupted Emma, ""there will be plenty of time for talking every thing over."
"If Mr. and Mrs. Weston will be so obliging as to call here one morning, we may talk it over, and see what can be done."" ""But, unfortunately, sir, my time is so limited--"""," ""So they will, my dear. That is a great thing."
"If it can be contrived to be at the Crown, papa, it will be very convenient for the horses. They will be so near their own stable."""," ""I can answer for every thing of that nature, sir, because it will be under Mrs. Weston's care. Mrs. Weston undertakes to direct the whole."""
"I doubt it. I do not know her, even by sight."""," ""There, papa!--Now you must be satisfied--Our own dear Mrs. Weston, who is carefulness itself. Do not you remember what Mr. Perry said, so many years ago, when I had the measles?"
"""I can answer for every thing of that nature, sir, because it will be under Mrs. Weston's care. Mrs. Weston undertakes to direct the whole.""","If _Miss_ _Taylor_ undertakes to wrap Miss Emma up, you need not have any fears, sir.' How often have I heard you speak of it as such a compliment to her!"""
"Do not you remember what Mr. Perry said, so many years ago, when I had the measles? 'If _Miss_ _Taylor_ undertakes to wrap Miss Emma up, you need not have any fears, sir.'"," ""Aye, very true. Mr. Perry did say so."
"'If _Miss_ _Taylor_ undertakes to wrap Miss Emma up, you need not have any fears, sir.' How often have I heard you speak of it as such a compliment to her!"""," ""My father and Mrs. Weston are at the Crown at this moment,"" said Frank Churchill, ""examining the capabilities of the house. I left them there and came on to Hartfield, impatient for your opinion, and hoping you might be persuaded to join them and give your advice on the spot."
"He said, from the first, it was a very good sort--which was our great comfort; but the measles are a dreadful complaint. I hope whenever poor Isabella's little ones have the measles, she will send for Perry."""," Emma was most happy to be called to such a council; and her father, engaging to think it all over while she was gone, the two young people set off together without delay for the Crown. There were Mr. and Mrs. Weston; delighted to see her and receive her approbation, very busy and very happy in their different way; she, in some little distress; and he, finding every thing perfect."
"Emma was most happy to be called to such a council; and her father, engaging to think it all over while she was gone, the two young people set off together without delay for the Crown. There were Mr. and Mrs. Weston; delighted to see her and receive her approbation, very busy and very happy in their different way; she, in some little distress; and he, finding every thing perfect."," ""My dear, you are too particular,"" said her husband. ""What does all that signify?"
"Look! in places you see it is dreadfully dirty; and the wainscot is more yellow and forlorn than any thing I could have imagined."""," The ladies here probably exchanged looks which meant, ""Men never know when things are dirty or not;"" and the gentlemen perhaps thought each to himself, ""Women will have their little nonsenses and needless cares."" One perplexity, however, arose, which the gentlemen did not disdain."
"A private dance, without sitting down to supper, was pronounced an infamous fraud upon the rights of men and women; and Mrs. Weston must not speak of it again. She then took another line of expediency, and looking into the doubtful room, observed,"," And Mr. Weston at the same time, walking briskly with long steps through the passage, was calling out,  ""You talk a great deal of the length of this passage, my dear. It is a mere nothing after all; and not the least draught from the stairs."""
"We shall not be many, you know."" And Mr. Weston at the same time, walking briskly with long steps through the passage, was calling out,"," ""I wish,"" said Mrs. Weston, ""one could know which arrangement our guests in general would like best. To do what would be most generally pleasing must be our object--if one could but tell what that would be."""
"And Mr. Weston at the same time, walking briskly with long steps through the passage, was calling out,  ""You talk a great deal of the length of this passage, my dear. It is a mere nothing after all; and not the least draught from the stairs."""," ""Yes, very true,"" cried Frank, ""very true. You want your neighbours' opinions."
"""I wish,"" said Mrs. Weston, ""one could know which arrangement our guests in general would like best. To do what would be most generally pleasing must be our object--if one could but tell what that would be."""," ""Well--if you please,"" said Mrs. Weston rather hesitating, ""if you think she will be of any use."" ""You will get nothing to the purpose from Miss Bates,"" said Emma."
"I think we do want a larger council. Suppose I go and invite Miss Bates to join us?"""," ""You will get nothing to the purpose from Miss Bates,"" said Emma. ""She will be all delight and gratitude, but she will tell you nothing."
"Suppose I go and invite Miss Bates to join us?"" ""Well--if you please,"" said Mrs. Weston rather hesitating, ""if you think she will be of any use."""," ""But she is so amusing, so extremely amusing! I am very fond of hearing Miss Bates talk."
"She will not even listen to your questions. I see no advantage in consulting Miss Bates."""," Here Mr. Weston joined them, and on hearing what was proposed, gave it his decided approbation. ""Aye, do, Frank.--Go and fetch Miss Bates, and let us end the matter at once."
"And I need not bring the whole family, you know."" Here Mr. Weston joined them, and on hearing what was proposed, gave it his decided approbation."," ""Both sir! Can the old lady?""..."
"But fetch them both. Invite them both.""","..  ""The old lady! No, the young lady, to be sure."
"Can the old lady? ""..."," ""Oh! I beg your pardon, sir."
"No, the young lady, to be sure. I shall think you a great blockhead, Frank, if you bring the aunt without the niece.""","And away he ran. Long before he reappeared, attending the short, neat, brisk-moving aunt, and her elegant niece,--Mrs. Weston, like a sweet-tempered woman and a good wife, had examined the passage again, and found the evils of it much less than she had supposed before--indeed very trifling; and here ended the difficulties of decision."
"Her approbation, at once general and minute, warm and incessant, could not but please; and for another half-hour they were all walking to and fro, between the different rooms, some suggesting, some attending, and all in happy enjoyment of the future. The party did not break up without Emma's being positively secured for the two first dances by the hero of the evening, nor without her overhearing Mr. Weston whisper to his wife,","   CHAPTER XII   One thing only was wanting to make the prospect of the ball completely satisfactory to Emma--its being fixed for a day within the granted term of Frank Churchill's stay in Surry; for, in spite of Mr. Weston's confidence, she could not think it so very impossible that the Churchills might not allow their nephew to remain a day beyond his fortnight. But this was not judged feasible."
"Either because he did not dance himself, or because the plan had been formed without his being consulted, he seemed resolved that it should not interest him, determined against its exciting any present curiosity, or affording him any future amusement. To her voluntary communications Emma could get no more approving reply, than,"," This Emma felt was aimed at her; and it made her quite angry. It was not in compliment to Jane Fairfax however that he was so indifferent, or so indignant; he was not guided by _her_ feelings in reprobating the ball, for _she_ enjoyed the thought of it to an extraordinary degree."
"It was not in compliment to Jane Fairfax however that he was so indifferent, or so indignant; he was not guided by _her_ feelings in reprobating the ball, for _she_ enjoyed the thought of it to an extraordinary degree. It made her animated--open hearted--she voluntarily said;--", It was not to oblige Jane Fairfax therefore that he would have preferred the society of William Larkins. No!--she was more and more convinced that Mrs. Weston was quite mistaken in that surmise.
"His dejection was most evident. He sat really lost in thought for the first few minutes; and when rousing himself, it was only to say,"," ""But you will come again,"" said Emma. ""This will not be your only visit to Randalls."""
"His dejection was most evident. He sat really lost in thought for the first few minutes; and when rousing himself, it was only to say,  ""Of all horrid things, leave-taking is the worst."""," ""Ah!--(shaking his head)--the uncertainty of when I may be able to return!--I shall try for it with a zeal!--It will be the object of all my thoughts and cares!--and if my uncle and aunt go to town this spring--but I am afraid--they did not stir last spring--I am afraid it is a custom gone for ever."" ""Our poor ball must be quite given up."""
"""But you will come again,"" said Emma. ""This will not be your only visit to Randalls.""","haking his head)--the uncertainty of when I may be able to return!--I shall try for it with a zeal!--It will be the object of all my thoughts and cares!--and if my uncle and aunt go to town this spring--but I am afraid--they did not stir last spring--I am afraid it is a custom gone for ever."" ""Our poor ball must be quite given up."""
"""This will not be your only visit to Randalls."" ""Ah!--(shaking his head"," ""Our poor ball must be quite given up."" ""Ah!"
"""This will not be your only visit to Randalls."" ""Ah!--(shaking his head)--the uncertainty of when I may be able to return!--I shall try for it with a zeal!--It will be the object of all my thoughts and cares!--and if my uncle and aunt go to town this spring--but I am afraid--they did not stir last spring--I am afraid it is a custom gone for ever."""," ""Ah! that ball!--why did we wait for any thing?--why not seize the pleasure at once?--How often is happiness destroyed by preparation, foolish preparation!--You told us it would be so.--Oh!"
"""Ah!--(shaking his head)--the uncertainty of when I may be able to return!--I shall try for it with a zeal!--It will be the object of all my thoughts and cares!--and if my uncle and aunt go to town this spring--but I am afraid--they did not stir last spring--I am afraid it is a custom gone for ever."" ""Our poor ball must be quite given up."""," ""Indeed, I am very sorry to be right in this instance. I would much rather have been merry than wise."""
"that ball!--why did we wait for any thing?--why not seize the pleasure at once?--How often is happiness destroyed by preparation, foolish preparation!--You told us it would be so.--Oh! Miss Woodhouse, why are you always so right?"""," ""If I can come again, we are still to have our ball. My father depends on it."
"""Indeed, I am very sorry to be right in this instance. I would much rather have been merry than wise."""," Emma looked graciously. ""Such a fortnight as it has been!"""
"Do not forget your engagement."" Emma looked graciously."," ""As you do us such ample justice now,"" said Emma, laughing, ""I will venture to ask, whether you did not come a little doubtfully at first? Do not we rather surpass your expectations?"
"he continued; ""every day more precious and more delightful than the day before!--every day making me less fit to bear any other place. Happy those, who can remain at Highbury!"""," He laughed rather consciously; and though denying the sentiment, Emma was convinced that it had been so. ""And you must be off this very morning?"""
"You would not have been so long in coming, if you had had a pleasant idea of Highbury."" He laughed rather consciously; and though denying the sentiment, Emma was convinced that it had been so."," ""Yes; my father is to join me here: we shall walk back together, and I must be off immediately. I am almost afraid that every moment will bring him."""
"He laughed rather consciously; and though denying the sentiment, Emma was convinced that it had been so. ""And you must be off this very morning?"""," ""Not five minutes to spare even for your friends Miss Fairfax and Miss Bates? How unlucky!"
"""Yes; my father is to join me here: we shall walk back together, and I must be off immediately. I am almost afraid that every moment will bring him."""," ""Yes--I _have_ called there; passing the door, I thought it better. It was a right thing to do."
"How unlucky! Miss Bates's powerful, argumentative mind might have strengthened yours.""","-  He hesitated, got up, walked to a window. ""In short,"" said he, ""perhaps, Miss Woodhouse--I think you can hardly be quite without suspicion""--  He looked at her, as if wanting to read her thoughts."
"She is a woman that one may, that one _must_ laugh at; but that one would not wish to slight. It was better to pay my visit, then""--  He hesitated, got up, walked to a window.","-  He looked at her, as if wanting to read her thoughts. She hardly knew what to say."
